order_id,customer_id,company_name,employee_id,order_date,unit_price,quantity,discount,required_date,shipped_date,ship_via,freight,product_id,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country
10533,FOLKO,Folk och fä HB,8,1997-05-12,22,50,0.05,1997-06-09,1997-05-22,1,188.04,4,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10534,LEHMS,Lehmanns Marktstand,8,1997-05-12,25.89,10,0,1997-06-09,1997-05-14,2,27.94,30,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10535,ANTON,Antonio Moreno Taquería,4,1997-05-13,21,50,0.1,1997-06-10,1997-05-21,1,15.64,11,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
10536,LEHMS,Lehmanns Marktstand,3,1997-05-14,38,15,0.25,1997-06-11,1997-06-06,2,58.88,12,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10537,RICSU,Richter Supermarkt,1,1997-05-14,12.5,30,0,1997-05-28,1997-05-19,1,78.85,31,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland
10538,BSBEV,B's Beverages,9,1997-05-15,15,7,0,1997-06-12,1997-05-16,3,4.87,70,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10539,BSBEV,B's Beverages,6,1997-05-16,6,8,0,1997-06-13,1997-05-23,3,12.36,13,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10540,QUICK,QUICK-Stop,3,1997-05-19,10,60,0,1997-06-16,1997-06-13,3,1007.64,3,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10541,HANAR,Hanari Carnes,2,1997-05-19,4.5,35,0.1,1997-06-16,1997-05-29,1,68.65,24,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil
10542,KOENE,Königlich Essen,1,1997-05-20,21,15,0.05,1997-06-17,1997-05-26,3,10.95,11,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10543,LILAS,LILA-Supermercado,8,1997-05-21,38,30,0.15,1997-06-18,1997-05-23,2,48.17,12,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10544,LONEP,Lonesome Pine Restaurant,4,1997-05-21,45.6,7,0,1997-06-18,1997-05-30,1,24.91,28,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10545,LAZYK,Lazy K Kountry Store,8,1997-05-22,21,10,0,1997-06-19,1997-06-26,2,11.92,11,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA
10546,VICTE,Victuailles en stock,1,1997-05-23,30,10,0,1997-06-20,1997-05-27,3,194.72,7,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10547,SEVES,Seven Seas Imports,3,1997-05-23,32,24,0.15,1997-06-20,1997-06-02,2,178.43,32,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10548,TOMSP,Toms Spezialitäten,3,1997-05-26,14,10,0.25,1997-06-23,1997-06-02,2,1.43,34,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
10549,QUICK,QUICK-Stop,5,1997-05-27,12.5,55,0.15,1997-06-10,1997-05-30,1,171.24,31,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10550,GODOS,Godos Cocina Típica,7,1997-05-28,39,8,0.1,1997-06-25,1997-06-06,3,4.32,17,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain
10551,FURIB,Furia Bacalhau e Frutos do Mar,4,1997-05-28,17.45,40,0.15,1997-07-09,1997-06-06,3,72.95,16,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10552,HILAA,HILARION-Abastos,2,1997-05-29,36,18,0,1997-06-26,1997-06-05,1,83.22,69,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10553,WARTH,Wartian Herkku,2,1997-05-30,21,15,0,1997-06-27,1997-06-03,2,149.49,11,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10554,OTTIK,Ottilies Käseladen,4,1997-05-30,17.45,30,0.05,1997-06-27,1997-06-05,3,120.97,16,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
10555,SAVEA,Save-a-lot Markets,6,1997-06-02,23.25,30,0.2,1997-06-30,1997-06-04,3,252.49,14,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10556,SIMOB,Simons bistro,2,1997-06-03,34.8,24,0,1997-07-15,1997-06-13,1,9.8,72,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
10557,LEHMS,Lehmanns Marktstand,9,1997-06-03,33.25,30,0,1997-06-17,1997-06-06,2,96.72,64,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10558,AROUT,Around the Horn,1,1997-06-04,9.5,25,0,1997-07-02,1997-06-10,2,72.97,47,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10559,BLONP,Blondesddsl père et fils,6,1997-06-05,9.65,12,0.05,1997-07-03,1997-06-13,1,8.05,41,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10560,FRANK,Frankenversand,8,1997-06-06,25.89,20,0,1997-07-04,1997-06-09,1,36.65,30,Frankenversand,Berliner Platz 43,München,,80805,Germany
10561,FOLKO,Folk och fä HB,2,1997-06-06,19.45,10,0,1997-07-04,1997-06-09,2,242.21,44,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10562,REGGC,Reggiani Caseifici,1,1997-06-09,2.5,20,0.1,1997-07-07,1997-06-12,1,22.95,33,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10563,RICAR,Ricardo Adocicados,2,1997-06-10,19,25,0,1997-07-22,1997-06-24,2,60.43,36,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10564,RATTC,Rattlesnake Canyon Grocery,4,1997-06-10,39,16,0.05,1997-07-08,1997-06-16,3,13.75,17,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10565,MEREP,Mère Paillarde,8,1997-06-11,4.5,25,0.1,1997-07-09,1997-06-18,2,7.15,24,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10566,BLONP,Blondesddsl père et fils,9,1997-06-12,21,35,0.15,1997-07-10,1997-06-18,1,88.4,11,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10567,HUNGO,Hungry Owl All-Night Grocers,1,1997-06-12,12.5,60,0.2,1997-07-10,1997-06-17,1,33.97,31,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10568,GALED,Galería del gastrónomo,3,1997-06-13,31,5,0,1997-07-11,1997-07-09,3,6.54,10,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain
10569,RATTC,Rattlesnake Canyon Grocery,5,1997-06-16,12.5,35,0.2,1997-07-14,1997-07-11,1,58.98,31,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10570,MEREP,Mère Paillarde,3,1997-06-17,21,15,0.05,1997-07-15,1997-06-19,3,188.99,11,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10571,ERNSH,Ernst Handel,8,1997-06-17,23.25,11,0.15,1997-07-29,1997-07-04,3,26.06,14,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10572,BERGS,Berglunds snabbköp,3,1997-06-18,17.45,12,0.1,1997-07-16,1997-06-25,2,116.43,16,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10573,ANTON,Antonio Moreno Taquería,7,1997-06-19,39,18,0,1997-07-17,1997-06-20,3,84.84,17,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
10574,TRAIH,Trail's Head Gourmet Provisioners,4,1997-06-19,2.5,14,0,1997-07-17,1997-06-30,2,37.6,33,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA
10575,MORGK,Morgenstern Gesundkost,5,1997-06-20,55,12,0,1997-07-04,1997-06-30,1,127.34,59,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany
10576,TORTU,Tortuga Restaurante,3,1997-06-23,18,10,0,1997-07-07,1997-06-30,3,18.56,1,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico
10577,TRAIH,Trail's Head Gourmet Provisioners,9,1997-06-23,18,10,0,1997-08-04,1997-06-30,2,25.41,39,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA
10578,BSBEV,B's Beverages,4,1997-06-24,18,20,0,1997-07-22,1997-07-25,3,29.6,35,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10579,LETSS,Let's Stop N Shop,1,1997-06-25,15.5,10,0,1997-07-23,1997-07-04,2,13.73,15,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA
10580,OTTIK,Ottilies Käseladen,4,1997-06-26,23.25,15,0.05,1997-07-24,1997-07-01,3,75.89,14,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
10581,FAMIA,Familia Arquibaldo,3,1997-06-26,7.75,50,0.2,1997-07-24,1997-07-02,1,3.01,75,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil
10582,BLAUS,Blauer See Delikatessen,3,1997-06-27,19.5,4,0,1997-07-25,1997-07-14,2,27.71,57,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10583,WARTH,Wartian Herkku,2,1997-06-30,123.79,10,0,1997-07-28,1997-07-04,2,7.28,29,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10584,BLONP,Blondesddsl père et fils,4,1997-06-30,12.5,50,0.05,1997-07-28,1997-07-04,1,59.14,31,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10585,WELLI,Wellington Importadora,7,1997-07-01,9.5,15,0,1997-07-29,1997-07-10,1,13.41,47,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil
10586,REGGC,Reggiani Caseifici,9,1997-07-02,7,4,0.15,1997-07-30,1997-07-09,1,0.48,52,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10587,QUEDE,Que Delícia,1,1997-07-02,31.23,6,0,1997-07-30,1997-07-09,1,62.52,26,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10588,QUICK,QUICK-Stop,2,1997-07-03,62.5,40,0.2,1997-07-31,1997-07-10,3,194.67,18,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10589,GREAL,Great Lakes Food Market,8,1997-07-04,18,4,0,1997-08-01,1997-07-14,2,4.42,35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10590,MEREP,Mère Paillarde,4,1997-07-07,18,20,0,1997-08-04,1997-07-14,3,44.77,1,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10591,VAFFE,Vaffeljernet,1,1997-07-07,10,14,0,1997-07-21,1997-07-16,1,55.92,3,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10592,LEHMS,Lehmanns Marktstand,3,1997-07-08,15.5,25,0.05,1997-08-05,1997-07-16,1,32.1,15,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10593,LEHMS,Lehmanns Marktstand,7,1997-07-09,81,21,0.2,1997-08-06,1997-08-13,2,174.2,20,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10594,OLDWO,Old World Delicatessen,3,1997-07-09,7,24,0,1997-08-06,1997-07-16,2,5.24,52,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10595,ERNSH,Ernst Handel,2,1997-07-10,18,30,0.25,1997-08-07,1997-07-14,1,96.78,35,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10596,WHITC,White Clover Markets,8,1997-07-11,38,5,0.2,1997-08-08,1997-08-12,1,16.34,56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10597,PICCO,Piccolo und mehr,7,1997-07-11,4.5,35,0.2,1997-08-08,1997-07-18,3,35.12,24,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10598,RATTC,Rattlesnake Canyon Grocery,1,1997-07-14,43.9,50,0,1997-08-11,1997-07-18,3,44.42,27,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10599,BSBEV,B's Beverages,6,1997-07-15,49.3,10,0,1997-08-26,1997-07-21,3,29.98,62,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10600,HUNGC,Hungry Coyote Import Store,4,1997-07-16,7.45,4,0,1997-08-13,1997-07-21,1,45.13,54,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10601,HILAA,HILARION-Abastos,7,1997-07-16,6,60,0,1997-08-27,1997-07-22,1,58.3,13,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10602,VAFFE,Vaffeljernet,8,1997-07-17,13,5,0.25,1997-08-14,1997-07-22,2,2.92,77,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10603,SAVEA,Save-a-lot Markets,8,1997-07-18,21,48,0,1997-08-15,1997-08-08,2,48.77,22,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10604,FURIB,Furia Bacalhau e Frutos do Mar,1,1997-07-18,12.75,6,0.1,1997-08-15,1997-07-29,1,7.46,48,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10605,MEREP,Mère Paillarde,1,1997-07-21,17.45,30,0.05,1997-08-18,1997-07-29,2,379.13,16,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10606,TRADH,Tradição Hipermercados,4,1997-07-22,22,20,0.2,1997-08-19,1997-07-31,3,79.4,4,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil
10607,SAVEA,Save-a-lot Markets,5,1997-07-22,30,45,0,1997-08-19,1997-07-25,1,200.24,7,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10608,TOMSP,Toms Spezialitäten,4,1997-07-23,38,28,0,1997-08-20,1997-08-01,2,27.79,56,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
10609,DUMON,Du monde entier,7,1997-07-24,18,3,0,1997-08-21,1997-07-30,2,1.85,1,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France
10610,LAMAI,La maison d'Asie,8,1997-07-25,19,21,0.25,1997-08-22,1997-08-06,1,26.78,36,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10611,WOLZA,Wolski  Zajazd,6,1997-07-25,18,6,0,1997-08-22,1997-08-01,2,80.65,1,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland
10612,SAVEA,Save-a-lot Markets,1,1997-07-28,31,70,0,1997-08-25,1997-08-01,2,544.08,10,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10613,HILAA,HILARION-Abastos,4,1997-07-29,6,8,0.1,1997-08-26,1997-08-01,2,8.11,13,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10614,BLAUS,Blauer See Delikatessen,8,1997-07-29,21,14,0,1997-08-26,1997-08-01,3,1.93,11,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10615,WILMK,Wilman Kala,2,1997-07-30,24,5,0,1997-08-27,1997-08-06,3,0.75,55,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland
10616,GREAL,Great Lakes Food Market,1,1997-07-31,263.5,15,0.05,1997-08-28,1997-08-05,2,116.53,38,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10617,GREAL,Great Lakes Food Market,4,1997-07-31,55,30,0.15,1997-08-28,1997-08-04,2,18.53,59,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10618,MEREP,Mère Paillarde,1,1997-08-01,25,70,0,1997-09-12,1997-08-08,1,154.68,6,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10619,MEREP,Mère Paillarde,3,1997-08-04,10,42,0,1997-09-01,1997-08-07,3,91.05,21,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10620,LAUGB,Laughing Bacchus Wine Cellars,2,1997-08-05,4.5,5,0,1997-09-02,1997-08-14,3,0.94,24,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada
10621,ISLAT,Island Trading,4,1997-08-05,9.2,5,0,1997-09-02,1997-08-11,2,23.73,19,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10622,RICAR,Ricardo Adocicados,4,1997-08-06,19,20,0,1997-09-03,1997-08-11,3,50.97,2,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10623,FRANK,Frankenversand,8,1997-08-07,23.25,21,0,1997-09-04,1997-08-12,2,97.18,14,Frankenversand,Berliner Platz 43,München,,80805,Germany
10624,THECR,The Cracker Box,4,1997-08-07,45.6,10,0,1997-09-04,1997-08-19,2,94.8,28,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA
10625,ANATR,Ana Trujillo Emparedados y helados,3,1997-08-08,23.25,3,0,1997-09-05,1997-08-14,1,43.9,14,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,05021,Mexico
10626,BERGS,Berglunds snabbköp,1,1997-08-11,32.8,12,0,1997-09-08,1997-08-20,2,138.69,53,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10627,SAVEA,Save-a-lot Markets,8,1997-08-11,49.3,15,0,1997-09-22,1997-08-21,3,107.46,62,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10628,BLONP,Blondesddsl père et fils,4,1997-08-12,18,25,0,1997-09-09,1997-08-20,3,30.36,1,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10629,GODOS,Godos Cocina Típica,4,1997-08-12,123.79,20,0,1997-09-09,1997-08-20,3,85.46,29,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain
10630,KOENE,Königlich Essen,1,1997-08-13,24,12,0.05,1997-09-10,1997-08-19,2,32.35,55,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10631,LAMAI,La maison d'Asie,8,1997-08-14,7.75,8,0.1,1997-09-11,1997-08-15,1,0.87,75,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10632,WANDK,Die Wandernde Kuh,8,1997-08-14,19,30,0.05,1997-09-11,1997-08-19,1,41.38,2,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10633,ERNSH,Ernst Handel,7,1997-08-15,38,36,0.15,1997-09-12,1997-08-18,3,477.9,12,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10634,FOLIG,Folies gourmandes,4,1997-08-15,30,35,0,1997-09-12,1997-08-21,3,487.38,7,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France
10635,MAGAA,Magazzini Alimentari Riuniti,8,1997-08-18,22,10,0.1,1997-09-15,1997-08-21,3,47.46,4,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10636,WARTH,Wartian Herkku,4,1997-08-19,22,25,0,1997-09-16,1997-08-26,1,1.15,4,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10637,QUEEN,Queen Cozinha,6,1997-08-19,21,10,0,1997-09-16,1997-08-26,1,201.29,11,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil
10638,LINOD,LINO-Delicateses,3,1997-08-20,9.5,20,0,1997-09-17,1997-09-01,1,158.44,45,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10639,SANTG,Santé Gourmet,7,1997-08-20,62.5,8,0,1997-09-17,1997-08-27,3,38.64,18,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway
10640,WANDK,Die Wandernde Kuh,4,1997-08-21,36,20,0.25,1997-09-18,1997-08-28,1,23.55,69,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10641,HILAA,HILARION-Abastos,4,1997-08-22,19,50,0,1997-09-19,1997-08-26,2,179.61,2,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10642,SIMOB,Simons bistro,7,1997-08-22,10,30,0.2,1997-09-19,1997-09-05,3,41.89,21,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
10643,ALFKI,Alfreds Futterkiste,6,1997-08-25,45.6,15,0.25,1997-09-22,1997-09-02,1,29.46,28,Alfreds Futterkiste,Obere Str. 57,Berlin,,12209,Germany
10644,WELLI,Wellington Importadora,3,1997-08-25,62.5,4,0.1,1997-09-22,1997-09-01,2,0.14,18,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil
10645,HANAR,Hanari Carnes,4,1997-08-26,62.5,20,0,1997-09-23,1997-09-02,1,12.41,18,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil
10646,HUNGO,Hungry Owl All-Night Grocers,9,1997-08-27,18,15,0.25,1997-10-08,1997-09-03,3,142.33,1,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10647,QUEDE,Que Delícia,4,1997-08-27,9.2,30,0,1997-09-10,1997-09-03,2,45.54,19,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10648,RICAR,Ricardo Adocicados,5,1997-08-28,21,15,0,1997-10-09,1997-09-09,2,14.25,22,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10649,MAISD,Maison Dewey,5,1997-08-28,45.6,20,0,1997-09-25,1997-08-29,3,6.2,28,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium
10650,FAMIA,Familia Arquibaldo,5,1997-08-29,25.89,30,0,1997-09-26,1997-09-03,3,176.81,30,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil
10651,WANDK,Die Wandernde Kuh,8,1997-09-01,9.2,12,0.25,1997-09-29,1997-09-11,2,20.6,19,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10652,GOURL,Gourmet Lanchonetes,4,1997-09-01,25.89,2,0.25,1997-09-29,1997-09-08,2,7.14,30,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil
10653,FRANK,Frankenversand,1,1997-09-02,17.45,30,0.1,1997-09-30,1997-09-19,1,93.25,16,Frankenversand,Berliner Platz 43,München,,80805,Germany
10654,BERGS,Berglunds snabbköp,5,1997-09-02,22,12,0.1,1997-09-30,1997-09-11,1,55.26,4,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10655,REGGC,Reggiani Caseifici,1,1997-09-03,9.65,20,0.2,1997-10-01,1997-09-11,2,4.41,41,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10656,GREAL,Great Lakes Food Market,6,1997-09-04,23.25,3,0.1,1997-10-02,1997-09-10,1,57.15,14,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10657,SAVEA,Save-a-lot Markets,2,1997-09-04,15.5,50,0,1997-10-02,1997-09-15,2,352.69,15,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10658,QUICK,QUICK-Stop,4,1997-09-05,10,60,0,1997-10-03,1997-09-08,1,364.15,21,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10659,QUEEN,Queen Cozinha,7,1997-09-05,12.5,20,0.05,1997-10-03,1997-09-10,2,105.81,31,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil
10660,HUNGC,Hungry Coyote Import Store,8,1997-09-08,81,21,0,1997-10-06,1997-10-15,1,111.29,20,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10661,HUNGO,Hungry Owl All-Night Grocers,7,1997-09-09,18,3,0.2,1997-10-07,1997-09-15,3,17.55,39,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10662,LONEP,Lonesome Pine Restaurant,3,1997-09-09,12.5,10,0,1997-10-07,1997-09-18,2,1.28,68,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10663,BONAP,Bon app',2,1997-09-10,18.4,30,0.05,1997-09-24,1997-10-03,2,113.15,40,Bon app',"12, rue des Bouchers",Marseille,,13008,France
10664,FURIB,Furia Bacalhau e Frutos do Mar,1,1997-09-10,31,24,0.15,1997-10-08,1997-09-19,3,1.27,10,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10665,LONEP,Lonesome Pine Restaurant,1,1997-09-11,53,20,0,1997-10-09,1997-09-17,2,26.31,51,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10666,RICSU,Richter Supermarkt,7,1997-09-12,123.79,36,0,1997-10-10,1997-09-22,2,232.42,29,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland
10667,ERNSH,Ernst Handel,7,1997-09-12,36,45,0.2,1997-10-10,1997-09-19,1,78.09,69,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10668,WANDK,Die Wandernde Kuh,1,1997-09-15,12.5,8,0.1,1997-10-13,1997-09-23,2,47.22,31,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10669,SIMOB,Simons bistro,2,1997-09-15,19,30,0,1997-10-13,1997-09-22,1,24.39,36,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
10670,FRANK,Frankenversand,4,1997-09-16,9,32,0,1997-10-14,1997-09-18,1,203.48,23,Frankenversand,Berliner Platz 43,München,,80805,Germany
10671,FRANR,France restauration,1,1997-09-17,17.45,10,0,1997-10-15,1997-09-24,1,30.34,16,France restauration,"54, rue Royale",Nantes,,44000,France
10672,BERGS,Berglunds snabbköp,9,1997-09-17,263.5,15,0.1,1997-10-01,1997-09-26,2,95.75,38,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10673,WILMK,Wilman Kala,2,1997-09-18,17.45,3,0,1997-10-16,1997-09-19,1,22.76,16,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland
10674,ISLAT,Island Trading,4,1997-09-18,9,5,0,1997-10-16,1997-09-30,2,0.9,23,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10675,FRANK,Frankenversand,5,1997-09-19,23.25,30,0,1997-10-17,1997-09-23,2,31.85,14,Frankenversand,Berliner Platz 43,München,,80805,Germany
10676,TORTU,Tortuga Restaurante,2,1997-09-22,31,2,0,1997-10-20,1997-09-29,2,2.01,10,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico
